task_id_list	courier_id	total_score	willingness
T0004,T0009	C025	96.359	0.4367
T0026,T0039	C023	31.849	0.5071
T0031,T0035	C018	86.5	0.6657
T0026,T0030	C033	100.0	0.1228
T0006,T0039	C008	45.054	0.134
T0000,T0013	C007	94.671	0.2624
T0030,T0038	C010	45.862	0.3605
T0003,T0010	C038	53.881	0.1689
T0007,T0009	C018	55.887	0.2123
T0000,T0033	C019	23.221	0.1481
T0033	C033	32.912	0.6654
T0003,T0030	C023	89.214	0.0184
T0025,T0035	C034	51.657	0.0483
T0009,T0038	C033	91.417	0.0755
T0002,T0005	C019	45.527	0.3279
T0013,T0025	C003	81.262	0.2937
T0000,T0031	C030	69.05	0.2117
T0027	C010	33.667	0.3035
T0006,T0025	C033	49.831	0.1124
T0020	C008	14.968	0.1269
T0001,T0029	C004	73.871	0.6882
T0000,T0001	C026	52.267	0.1178
T0020	C022	16.471	0.5153
T0005,T0027	C011	52.429	0.1022
T0012,T0037	C015	34.182	0.5039
T0000,T0024	C018	64.87	0.2468
T0016,T0023	C026	58.272	0.5528
T0018,T0022	C036	41.875	0.4307
T0006,T0022	C029	51.995	0.01
T0009,T0023	C033	98.99	0.01
T0033,T0035	C036	58.402	0.4014
T0000,T0027	C021	38.821	0.2975
T0003,T0009	C003	50.065	0.4265
T0001	C027	42.657	0.7758
T0019,T0035	C027	55.315	0.01
T0010,T0019	C011	47.32	0.0364
T0024	C038	20.715	0.4368
T0033,T0034	C002	55.726	0.1858
T0024,T0033	C018	70.876	0.2993
T0001,T0007	C004	77.287	0.7322
T0026,T0038	C037	44.763	0.1948
T0003,T0028	C000	96.292	0.1081
T0002,T0036	C038	58.304	0.1574
T0010,T0030	C007	62.649	0.1847
T0026,T0035	C031	81.161	0.4068
T0021,T0031	C033	33.116	0.1096
T0017,T0028	C027	76.908	0.1441
T0028,T0031	C034	55.824	0.3125
T0003,T0013	C013	78.05	0.1746
T0019,T0039	C017	55.78	0.1235
T0021,T0034	C009	74.809	0.835
T0015,T0035	C001	38.281	0.166
T0012,T0014	C039	37.425	0.6925
T0020,T0031	C015	26.626	0.2979
T0011,T0037	C024	64.703	0.2915
T0019,T0027	C001	55.433	0.1816
T0003,T0023	C021	63.094	0.01
T0005,T0020	C039	100.0	0.0717
T0012,T0020	C032	43.631	0.085
T0011,T0017	C015	61.265	0.5456
T0021,T0034	C013	56.96	0.0415
T0015,T0036	C027	20.256	0.1156
T0004,T0014	C014	52.636	0.6476
T0000,T0005	C007	54.798	0.2898
T0001,T0020	C039	55.618	0.0844
T0006,T0012	C013	53.788	0.1753
T0029,T0032	C026	62.844	0.106
T0021	C007	21.489	0.2475
T0016,T0028	C000	53.796	0.4466
T0021	C030	13.478	0.7075
T0001,T0031	C035	83.159	0.5487
T0017,T0032	C013	65.142	0.1009
T0018,T0025	C001	53.715	0.1967
T0011	C021	36.108	0.1958
T0010,T0017	C016	58.506	0.0473
T0003,T0005	C027	46.0	0.1656
T0008,T0024	C008	64.106	0.0444
T0000,T0025	C037	65.955	0.6213
T0000,T0013	C010	53.347	0.6777
T0013,T0032	C036	86.274	0.5495
T0021,T0026	C025	43.602	0.2494
T0002,T0035	C038	55.351	0.03
T0025,T0037	C038	42.109	0.1318
T0002,T0009	C004	51.098	0.0913
T0002,T0032	C015	57.675	0.7588
T0008,T0014	C025	49.043	0.0733
T0010,T0024	C009	68.415	0.322
T0014,T0039	C000	72.877	0.6023
T0010,T0020	C015	41.311	0.3453
T0000,T0005	C014	100.0	0.5776
T0011,T0021	C019	42.156	0.245
T0015,T0033	C011	68.336	0.2437
T0026,T0039	C029	56.628	0.0508
T0011,T0014	C020	40.581	0.1937
T0022,T0026	C022	33.757	0.0735
T0012,T0022	C024	53.041	0.1822
T0010	C021	44.343	0.1752
T0006,T0034	C006	45.815	0.1401
T0006,T0027	C025	45.087	0.4194
T0018,T0025	C035	68.605	0.1454
T0015,T0022	C019	81.624	0.2855
T0021,T0033	C015	53.575	0.4407
T0008,T0035	C022	43.846	0.293
T0008,T0025	C036	57.806	0.0174
T0015,T0031	C034	72.905	0.2664
T0026,T0039	C021	100.0	0.077
T0021	C006	29.878	0.1988
T0010,T0012	C028	60.528	0.076
T0007,T0010	C013	65.178	0.3927
T0005,T0038	C038	66.596	0.6507
T0029,T0030	C018	67.899	0.0598
T0020,T0035	C008	56.499	0.0327
T0020,T0022	C033	26.627	0.2247
T0009,T0022	C037	84.022	0.1272
T0003,T0004	C031	45.022	0.1295
T0023,T0031	C019	75.872	0.106
T0016,T0026	C032	48.31	0.2415
T0004,T0030	C008	53.356	0.1966
T0030,T0037	C034	46.518	0.1937
T0012,T0017	C020	37.07	0.4279
T0014,T0038	C023	53.07	0.1641
T0002,T0017	C025	75.052	0.2815
T0005,T0034	C031	76.18	0.2792
T0028,T0034	C037	46.303	0.0647
T0008,T0037	C015	42.167	0.2302
T0000	C033	21.877	0.7698
T0008,T0009	C007	79.382	0.0983
T0012,T0018	C009	71.268	0.2428
T0026,T0037	C037	52.177	0.032
T0002,T0029	C033	60.852	0.0716
T0034,T0035	C034	53.424	0.0645
T0000,T0001	C030	44.922	0.2553
T0027,T0032	C015	71.329	0.3815
T0007	C003	42.206	0.9117
T0029,T0039	C006	79.778	0.5115
T0008,T0039	C024	60.244	0.1928
T0018,T0020	C015	39.636	0.6596
T0023,T0039	C011	100.0	0.5122
T0027,T0035	C012	42.872	0.1652
T0000,T0021	C028	57.027	0.2293
T0017,T0025	C022	51.537	0.1919
T0007,T0031	C013	50.729	0.0359
T0005,T0039	C014	63.591	0.609
T0003,T0014	C026	51.752	0.0741
T0007,T0015	C020	46.43	0.3831
T0020,T0035	C022	26.657	0.4249
T0003,T0037	C032	91.967	0.138
T0002,T0035	C022	22.266	0.6806
T0011,T0033	C036	76.781	0.4414
T0024,T0039	C038	57.049	0.2552
T0019,T0037	C033	71.224	0.1436
T0007,T0033	C022	37.421	0.6122
T0007,T0015	C016	46.974	0.2378
T0034,T0039	C009	59.299	0.2515
T0002,T0003	C001	31.354	0.4391
T0002,T0035	C011	57.435	0.0228
T0014	C023	21.168	0.3565
T0027,T0029	C035	53.325	0.1542
T0005,T0031	C016	66.864	0.0969
T0014,T0027	C012	72.993	0.1091
T0007,T0015	C015	73.61	0.3726
T0006,T0013	C023	50.388	0.1525
T0007,T0009	C019	62.681	0.4845
T0016,T0020	C005	53.826	0.0524
T0020,T0030	C003	73.071	0.3088
T0011,T0028	C036	68.421	0.1903
T0035,T0038	C029	84.362	0.1109
T0005,T0018	C019	63.715	0.3911
T0001,T0025	C015	36.87	0.4439
T0023,T0025	C001	63.846	0.0632
T0005,T0018	C009	63.272	0.1463
T0019,T0025	C013	26.273	0.2142
T0022,T0038	C028	64.618	0.4712
T0000,T0012	C019	52.086	0.1612
T0010,T0018	C030	29.601	0.2783
T0024,T0027	C023	49.781	0.7382
T0016,T0028	C019	48.847	0.0327
T0031,T0034	C006	53.391	0.0651
T0020,T0039	C017	60.953	0.0907
T0006,T0035	C006	66.987	0.1704
T0016,T0026	C008	40.924	0.0934
T0016,T0017	C023	59.209	0.5544
T0013	C027	44.879	0.1523
T0031,T0037	C030	91.731	0.1681
T0003,T0004	C022	50.936	0.1616
T0005,T0024	C035	54.586	0.2348
T0009,T0035	C033	100.0	0.0517
T0009,T0012	C037	55.051	0.3745
T0007	C024	35.565	0.752
T0013,T0018	C009	95.948	0.1707
T0009,T0029	C009	64.871	0.3881
T0002,T0003	C035	50.185	0.4043
T0031	C024	36.128	0.9258
T0023,T0030	C026	69.636	0.3128
T0019,T0034	C008	64.786	0.3299
T0022	C032	28.84	0.7635
T0006,T0016	C008	36.862	0.1116
T0012,T0027	C010	48.541	0.1965
T0003,T0006	C032	59.17	0.0758
T0004,T0010	C020	59.596	0.1088
T0008,T0034	C013	43.017	0.0652
T0035,T0038	C036	63.063	0.1035
T0011,T0012	C030	52.984	0.4503
T0019,T0036	C018	74.485	0.489
T0001,T0023	C034	30.652	0.6283
T0026	C037	28.013	0.2282
T0009,T0019	C011	51.349	0.0757
T0005,T0006	C008	53.139	0.1843
T0005,T0025	C010	67.275	0.0319
T0002	C021	40.984	0.6261
T0014,T0015	C037	79.017	0.2144
T0007,T0010	C017	50.635	0.1796
T0023,T0033	C008	73.838	0.5876
T0021	C004	13.557	0.3936
T0030	C036	27.028	0.1994
T0024,T0034	C024	60.981	0.8488
T0013,T0017	C034	58.081	0.4284
T0014,T0032	C021	36.974	0.0488
T0030,T0036	C036	62.898	0.129
T0002,T0034	C024	76.537	0.1721
T0007,T0032	C025	65.383	0.2981
T0021,T0038	C028	74.875	0.2876
T0006,T0013	C031	76.546	0.4881
T0003,T0027	C016	81.596	0.5401
T0003,T0016	C039	82.627	0.1073
T0027,T0031	C022	54.134	0.0617
T0000,T0037	C026	54.891	0.1582
T0007,T0031	C008	58.653	0.709
T0019,T0020	C026	59.412	0.5307
T0010	C016	23.012	0.1401
T0003	C032	41.356	0.145
T0018	C038	20.421	0.2123
T0002,T0023	C028	58.726	0.0638
T0015,T0031	C022	100.0	0.2242
T0007,T0013	C028	36.58	0.7822
T0014,T0017	C008	67.586	0.4895
T0014,T0024	C037	49.665	0.8508
T0007	C009	11.6	0.8466
T0000,T0021	C011	37.294	0.1877
T0026,T0038	C017	46.571	0.2849
T0000,T0034	C005	54.032	0.1213
T0014	C037	36.64	0.8752
T0019,T0033	C038	67.381	0.1004
T0033,T0037	C037	76.791	0.1076
T0008,T0024	C015	72.77	0.2245
T0027,T0029	C016	51.536	0.3578
T0000,T0015	C017	65.394	0.0159
T0014,T0028	C039	39.964	0.1794
T0004,T0007	C004	49.074	0.2539
T0034,T0035	C024	79.14	0.141
T0011,T0025	C019	55.211	0.0582
T0020,T0029	C011	30.261	0.4849
T0006,T0038	C024	73.093	0.3696
T0001,T0019	C035	54.764	0.4672
T0005,T0016	C002	45.602	0.3275
T0025	C019	45.133	0.2439
T0005,T0006	C001	53.931	0.0243
T0015	C028	19.534	0.3677
T0005,T0021	C003	42.744	0.0505
T0006,T0009	C021	41.938	0.0256
T0022,T0025	C038	50.803	0.1045
T0002,T0027	C018	30.432	0.1818
T0024,T0027	C026	47.298	0.1709
T0023,T0036	C033	78.168	0.1652
T0011	C032	15.583	0.4741
T0010,T0034	C018	31.622	0.1186
T0013,T0022	C012	53.878	0.1132
T0026,T0032	C018	81.758	0.3326
T0012,T0024	C031	49.099	0.3047
T0032,T0033	C027	54.52	0.0704
T0001,T0015	C025	64.723	0.1457
T0002,T0013	C010	39.872	0.386
T0013,T0037	C026	35.906	0.0136
T0004,T0008	C015	54.569	0.0852
T0001,T0019	C007	20.737	0.4378
T0001,T0036	C033	56.609	0.1134
T0008,T0036	C028	84.509	0.63
T0017,T0029	C026	36.36	0.2326
T0004,T0009	C002	58.333	0.1781
T0006,T0007	C032	32.375	0.2364
T0006	C000	30.624	0.1929
T0026,T0036	C001	40.718	0.3093
T0007,T0036	C034	38.165	0.2625
T0027,T0033	C036	76.024	0.2865
T0019,T0038	C020	37.475	0.4165
T0031	C022	41.627	0.292
T0014,T0023	C006	54.804	0.2626
T0017,T0030	C036	62.315	0.1672
T0019,T0036	C019	54.365	0.1646
T0009,T0010	C000	72.331	0.1701
T0023,T0028	C014	47.391	0.1968
T0011,T0035	C021	65.556	0.01
T0018	C005	38.221	0.8808
T0030,T0035	C033	73.582	0.2347
T0027,T0029	C017	99.379	0.1783
T0010,T0014	C020	34.185	0.048
T0011,T0035	C008	66.046	0.2783
T0008,T0027	C016	44.1	0.2677
T0011,T0014	C010	50.214	0.4155
T0025,T0034	C024	85.944	0.3678
T0021,T0027	C014	44.572	0.409
T0019,T0021	C000	63.253	0.2441
T0014,T0033	C014	52.795	0.8213
T0000,T0036	C029	63.404	0.1983
T0014,T0036	C002	56.698	0.01
T0018,T0024	C036	67.609	0.1946
T0019,T0031	C010	57.694	0.1445
T0032	C039	41.642	0.7248
T0006,T0034	C033	47.92	0.2268
T0023,T0038	C025	71.963	0.0706
T0012,T0026	C020	23.105	0.4482
T0013,T0020	C034	51.173	0.3529
T0029,T0036	C020	60.559	0.01
T0010,T0011	C014	36.608	0.419
T0036,T0038	C024	45.596	0.228
T0003,T0017	C016	79.699	0.5336
T0001,T0014	C027	75.248	0.6318
T0014,T0018	C019	62.416	0.0951
T0022,T0029	C023	78.31	0.116
T0002,T0037	C011	74.866	0.0564
T0022,T0030	C028	61.697	0.567
T0012,T0021	C013	56.036	0.0718
T0007,T0035	C031	53.921	0.6877
T0011,T0021	C003	78.766	0.0794
T0005,T0007	C017	60.905	0.0796
T0036,T0038	C023	35.572	0.2227
T0005,T0020	C019	71.679	0.4965
T0011,T0034	C023	60.73	0.4538
T0005,T0032	C016	52.206	0.0304
T0014,T0038	C017	35.326	0.2956
T0002,T0018	C034	78.918	0.1128
T0012,T0029	C017	68.939	0.167
T0019,T0028	C023	56.215	0.6888
T0010,T0027	C032	50.924	0.2205
T0014,T0021	C000	71.3	0.1555
T0023,T0024	C009	61.425	0.6772
T0029,T0037	C016	79.205	0.3777
T0028,T0036	C018	72.274	0.4355
T0004,T0021	C033	34.004	0.01
T0012,T0018	C013	80.781	0.2665
T0023,T0031	C009	58.272	0.7696
T0012,T0018	C004	46.891	0.0812
T0024,T0028	C000	67.019	0.4791
T0001,T0027	C014	52.809	0.0618
T0008,T0013	C035	41.169	0.5158
T0001,T0012	C036	52.167	0.2265
T0002,T0024	C026	57.184	0.0511
T0004,T0032	C010	56.445	0.0494
T0001,T0029	C030	36.134	0.0758
T0017,T0024	C033	68.719	0.5047
T0022,T0024	C012	48.082	0.303
T0030,T0037	C029	47.544	0.4239
T0022,T0036	C036	50.086	0.309
T0014,T0034	C010	61.017	0.7168
T0011,T0026	C026	67.033	0.9102
T0023,T0025	C022	49.693	0.3285
T0002,T0036	C027	60.323	0.2268
T0014,T0019	C018	40.121	0.1729
T0029,T0036	C006	74.178	0.4666
T0000,T0005	C012	59.417	0.2191
T0003,T0014	C023	75.3	0.0918
T0001,T0031	C030	62.574	0.4945
T0021,T0034	C027	45.595	0.4509
T0028,T0029	C035	47.228	0.1706
T0000,T0037	C034	54.018	0.3269
T0022,T0030	C031	70.716	0.211
T0007,T0033	C030	70.161	0.272
T0015,T0022	C008	41.542	0.3567
T0014,T0034	C034	100.0	0.0912
T0013,T0021	C017	77.681	0.5628
T0031,T0035	C019	95.7	0.0773
T0008,T0017	C017	60.149	0.0893
T0014,T0025	C027	80.665	0.6898
T0014,T0033	C000	93.921	0.118
T0015,T0026	C010	62.736	0.1343
T0012,T0032	C007	50.642	0.4092
T0008	C005	22.425	0.72
T0021,T0028	C038	50.24	0.4386
T0001,T0015	C013	45.958	0.2675
T0010,T0035	C004	92.543	0.1517
T0010,T0016	C003	36.103	0.4577
T0010,T0012	C008	39.336	0.173
T0007	C012	49.349	0.4046
T0001,T0030	C015	30.885	0.2805
T0018,T0024	C029	91.657	0.2923
T0026,T0034	C022	54.624	0.0765
T0002,T0031	C003	51.489	0.2252
T0019,T0032	C008	48.125	0.1281
T0007,T0036	C008	72.159	0.32
T0005,T0023	C020	58.622	0.2276
T0009,T0022	C033	41.046	0.01
T0005,T0022	C028	92.098	0.2335
T0016,T0025	C000	40.137	0.4515
T0013,T0032	C007	52.79	0.3352
T0024	C024	13.167	0.9418
T0001,T0016	C022	62.849	0.1095
T0008,T0034	C002	51.182	0.2773
T0017,T0024	C036	66.765	0.2219
T0000,T0002	C033	41.775	0.0591
T0006,T0023	C037	53.208	0.0201
T0005,T0010	C023	80.116	0.4105
T0018,T0021	C008	42.449	0.0529
T0011,T0030	C017	92.411	0.1571
T0037	C004	43.674	0.1995
T0012,T0025	C039	29.764	0.4856
T0020,T0026	C038	47.128	0.6147
T0027,T0033	C008	60.478	0.4984
T0017,T0034	C005	79.395	0.0662
T0013,T0019	C009	77.323	0.2857
T0014,T0015	C004	49.68	0.5448
T0012,T0035	C000	32.686	0.1627
T0007,T0019	C006	62.38	0.1885
T0020,T0037	C003	41.496	0.1724
T0036,T0038	C014	89.381	0.3129
T0033	C003	49.679	0.5199
T0009,T0016	C007	50.907	0.1017
T0003,T0010	C030	37.975	0.5663
T0013,T0032	C034	71.796	0.6504
T0017,T0021	C022	81.111	0.3011
T0001,T0007	C019	100.0	0.2313
T0005,T0026	C023	44.913	0.5132
T0003,T0030	C020	55.818	0.2642
T0005,T0031	C017	56.18	0.2854
T0025,T0030	C019	70.89	0.1632
T0026,T0034	C039	35.418	0.8961
T0006,T0018	C037	48.409	0.1008
T0000,T0027	C023	53.586	0.546
T0021,T0034	C039	35.228	0.3769
T0027,T0029	C006	84.361	0.322
T0002,T0011	C016	57.902	0.1341
T0016,T0029	C028	66.214	0.1488
T0002,T0027	C006	67.741	0.2865
T0021,T0039	C034	44.427	0.4032
T0028,T0038	C029	90.25	0.2052
T0005,T0011	C011	73.946	0.0433
T0020	C025	46.737	0.2529
T0003,T0035	C006	88.304	0.1961
T0009,T0039	C004	67.49	0.3814
T0030	C004	47.384	0.6299
T0010,T0016	C030	31.711	0.5078
T0004,T0035	C017	83.255	0.8783
T0006,T0035	C000	37.144	0.0995
T0010,T0017	C038	68.044	0.2187
T0004,T0019	C020	53.294	0.3164
T0038,T0039	C014	46.517	0.352
T0009,T0034	C010	47.919	0.8075
T0005,T0034	C002	71.541	0.5478
T0008,T0015	C028	62.197	0.3436
T0017,T0030	C033	82.643	0.358
T0029,T0037	C010	51.183	0.5502
T0023,T0037	C030	51.99	0.0854
T0027,T0033	C011	74.937	0.3199
T0008,T0034	C009	78.248	0.6196
T0014,T0027	C033	63.14	0.4113
T0016,T0033	C011	91.323	0.3328
T0002,T0039	C030	70.273	0.01
T0004,T0038	C021	43.06	0.3468
T0009,T0039	C001	53.978	0.522
T0030,T0036	C017	72.682	0.436
T0010,T0020	C018	35.796	0.1017
T0023,T0027	C021	53.333	0.0819
T0005,T0034	C028	57.059	0.2893
T0000,T0016	C005	65.868	0.0492
T0029,T0031	C013	60.877	0.01
T0013,T0028	C021	61.499	0.4217
T0001,T0032	C027	71.613	0.1347
T0028,T0037	C017	43.319	0.6357
T0020,T0030	C033	54.925	0.4735
T0000,T0011	C031	64.522	0.1734
T0007,T0027	C035	98.556	0.3361
T0011,T0030	C021	74.338	0.0688
T0011,T0017	C013	90.349	0.1113
T0024,T0036	C011	39.931	0.0379
T0018	C004	14.712	0.8536
T0013,T0028	C037	63.929	0.16
T0026,T0029	C039	37.907	0.611
T0026,T0039	C019	62.381	0.0686
T0000,T0029	C004	71.497	0.618
T0012,T0031	C007	58.752	0.7842
T0015,T0036	C033	51.583	0.1528
T0021,T0035	C013	51.147	0.1116
T0012,T0022	C032	52.395	0.3105
T0009,T0036	C014	72.477	0.7074
T0012,T0033	C038	100.0	0.0208
T0012,T0033	C012	48.068	0.2793
T0024,T0034	C002	45.492	0.1976
T0009,T0014	C007	45.105	0.0289
T0003,T0009	C013	72.78	0.4414
T0003,T0020	C002	72.211	0.0832
T0001,T0033	C007	25.129	0.3239
T0002,T0018	C021	95.67	0.4964
T0000,T0037	C007	46.876	0.198
T0009,T0019	C005	100.0	0.1153
T0000,T0036	C016	41.144	0.2852
T0028,T0039	C003	92.414	0.1757
T0026,T0028	C035	42.42	0.7938
T0005,T0023	C029	84.159	0.3621
T0000,T0021	C015	54.532	0.6486
T0011,T0037	C026	53.547	0.3957
T0006	C025	18.954	0.6174
T0019,T0039	C016	55.247	0.0996
T0004	C016	29.339	0.1673
T0015	C017	45.336	0.5443
T0012,T0031	C032	41.098	0.1124
T0008,T0035	C027	34.078	0.013
T0031,T0033	C013	64.611	0.0271
T0029,T0035	C002	91.673	0.2057
T0011,T0037	C023	59.152	0.3463
T0012,T0029	C038	60.692	0.0227
T0022,T0039	C009	65.4	0.055
T0032,T0034	C039	58.546	0.7141
T0031,T0038	C037	70.813	0.4383
T0030	C008	17.355	0.2634
T0003	C039	48.48	0.1883
T0028,T0037	C019	26.582	0.0593
T0020,T0029	C000	61.025	0.0107
T0002,T0009	C028	73.688	0.098
T0005,T0028	C024	58.461	0.0121
T0005,T0017	C027	78.916	0.0504
T0008,T0026	C014	61.208	0.1985
T0000,T0039	C029	65.471	0.1687
T0023	C014	38.898	0.3731
T0014,T0021	C024	38.404	0.2461
T0002,T0029	C039	49.805	0.6379
T0016,T0018	C023	63.771	0.6787
T0010,T0023	C024	79.842	0.6397
T0030	C012	38.998	0.7078
T0008,T0039	C014	50.41	0.6238
T0023,T0027	C033	83.237	0.3155
T0008,T0033	C021	52.089	0.5686
T0008,T0031	C005	27.05	0.3212
T0007,T0037	C020	81.866	0.3692
T0012,T0013	C001	59.577	0.0102
T0014,T0017	C033	85.076	0.3035
T0022,T0032	C031	92.899	0.317
T0028,T0033	C033	57.454	0.5213
T0020,T0025	C015	47.139	0.4998
T0009,T0026	C038	59.454	0.1342
T0000,T0016	C032	56.279	0.1163
T0001,T0024	C038	32.26	0.0909
T0011,T0038	C038	63.894	0.3423
T0024,T0034	C013	42.718	0.0955
T0003,T0036	C039	93.869	0.1151
T0003	C011	35.498	0.5575
T0022,T0036	C039	65.866	0.1457
T0011	C022	10.95	0.1306
T0004,T0035	C024	78.614	0.1739
T0034	C005	46.179	0.2542
T0008,T0010	C035	44.852	0.447
T0002,T0022	C015	42.943	0.4646
T0021,T0030	C026	71.147	0.3402
T0028	C005	18.721	0.2598
T0019	C024	38.62	0.7652
T0006,T0009	C009	86.363	0.18
T0009,T0012	C036	66.858	0.0865
T0025,T0029	C019	72.434	0.1375
T0011,T0020	C012	72.268	0.1344
T0021,T0030	C019	46.335	0.5554
T0012,T0014	C006	72.432	0.1606
T0024,T0028	C022	82.866	0.6347
T0019,T0032	C007	22.87	0.3596
T0006,T0011	C015	70.596	0.6558
T0017,T0039	C016	80.594	0.4731
T0005,T0028	C018	55.01	0.6044
T0021,T0035	C016	48.852	0.5636
T0002,T0016	C029	60.293	0.371
T0031,T0033	C020	42.003	0.5179
T0010,T0027	C017	65.872	0.5226
T0013,T0023	C019	83.639	0.3015
T0019,T0023	C028	77.927	0.0859
T0018,T0029	C016	100.0	0.3363
T0030,T0032	C034	69.421	0.3614
T0007,T0018	C007	55.757	0.3149
T0006,T0018	C029	56.846	0.0863
T0016,T0034	C030	45.742	0.1922
T0020	C004	18.271	0.821
T0010,T0024	C012	54.273	0.2526
T0000,T0023	C024	52.416	0.7601
T0010,T0033	C015	29.768	0.2023
T0027,T0036	C015	99.076	0.0725
T0012,T0031	C006	52.149	0.0106
T0022,T0032	C033	18.885	0.2147
T0022	C015	23.298	0.5716
T0007,T0033	C018	77.966	0.1378
T0008,T0027	C031	82.825	0.2075
T0012,T0022	C011	69.388	0.5979
T0018,T0027	C034	90.943	0.197
T0014,T0027	C030	32.018	0.4365
T0026,T0031	C030	80.159	0.4885
T0013,T0032	C000	48.503	0.5269
T0029,T0037	C020	79.14	0.1423
T0015,T0025	C011	43.231	0.0928
T0023,T0025	C038	38.661	0.1932
T0013	C022	29.549	0.4592
T0034,T0037	C005	77.008	0.0551
T0024,T0031	C027	65.514	0.3073
T0029,T0032	C032	76.369	0.1088
T0010,T0015	C033	45.941	0.0862
T0001,T0005	C007	37.192	0.4257
T0004,T0034	C029	85.394	0.8309
T0017,T0024	C021	60.791	0.365
T0011,T0037	C001	35.515	0.5921
T0023	C030	31.366	0.3466
T0002,T0025	C025	39.559	0.4984
T0015,T0023	C023	56.18	0.01
T0010,T0015	C037	45.273	0.2829
T0004,T0022	C037	60.97	0.0587
T0006,T0019	C003	42.215	0.2728
T0004,T0013	C010	41.98	0.1434
T0000,T0021	C023	51.74	0.6873
T0005,T0034	C019	57.132	0.5744
T0007,T0032	C028	61.262	0.2485
T0035,T0037	C023	69.898	0.1863
T0016,T0030	C023	71.505	0.1377
T0004,T0039	C023	37.23	0.2829
T0003,T0013	C004	57.826	0.545
T0011,T0026	C035	43.049	0.5203
T0008,T0015	C034	68.391	0.1028
T0028,T0030	C026	75.811	0.417
T0015	C001	20.606	0.8176
T0018	C031	21.192	0.3723
T0019,T0025	C039	45.231	0.0649
T0027,T0034	C038	43.15	0.1284
T0006,T0026	C006	65.616	0.2604
T0015,T0024	C002	27.034	0.0851
T0000	C039	24.317	0.3695
T0013,T0020	C006	57.109	0.3092
T0011,T0025	C016	72.955	0.1112
T0011,T0017	C027	51.497	0.3034
T0014,T0023	C021	47.215	0.01
T0001,T0020	C034	33.572	0.3396
T0005,T0007	C037	37.063	0.3596
T0003,T0024	C035	48.499	0.5798
T0010,T0024	C013	50.813	0.4204
T0001,T0019	C027	68.519	0.2121
T0015,T0020	C029	58.057	0.4339
T0017,T0036	C020	43.437	0.1703
T0018,T0035	C020	94.747	0.6906
T0014,T0023	C032	100.0	0.0763
T0009,T0033	C000	91.378	0.0657
T0002,T0028	C021	76.007	0.3969
T0008,T0010	C032	50.056	0.2103
T0008,T0010	C006	72.032	0.5676
T0017,T0026	C021	87.496	0.0877
T0004,T0018	C024	69.296	0.8334
T0020,T0023	C001	41.738	0.2239
T0003,T0027	C037	84.2	0.2706
T0013,T0035	C012	39.708	0.112
T0007,T0029	C013	55.703	0.0309
T0014,T0023	C011	68.324	0.4246
T0000,T0022	C037	57.091	0.1994
T0003,T0018	C009	97.926	0.2451
T0012,T0039	C018	83.889	0.01
T0010,T0023	C018	61.658	0.0542
T0028,T0031	C018	94.335	0.5215
T0001,T0033	C026	45.421	0.2112
T0007,T0034	C012	50.322	0.2793
T0006,T0020	C010	34.328	0.4836
T0006,T0026	C001	46.76	0.1285
T0008,T0030	C021	55.445	0.4691
T0034	C032	39.507	0.7082
T0009,T0023	C035	76.427	0.6233
T0016,T0037	C023	34.039	0.3564
T0001,T0025	C030	49.804	0.4477
T0026,T0037	C020	37.246	0.7397
T0002,T0038	C012	47.893	0.5128
T0009,T0029	C029	54.111	0.4036
T0014,T0016	C013	28.996	0.169
T0004,T0019	C037	42.805	0.1506
T0004,T0032	C033	36.828	0.0939
T0012,T0035	C036	54.195	0.1442
T0020,T0027	C039	78.115	0.1031
T0031,T0037	C035	77.216	0.4598
T0015,T0026	C034	56.699	0.1956
T0019,T0025	C037	97.913	0.4755
T0019,T0030	C007	51.539	0.1385
T0015,T0025	C021	67.033	0.01
T0007,T0022	C019	75.951	0.4917
T0020,T0035	C029	66.873	0.0182
T0028,T0037	C000	44.506	0.2864
T0026,T0028	C007	59.342	0.5111
T0018,T0026	C003	71.786	0.1047
T0029	C011	23.831	0.6154
T0021,T0033	C020	21.135	0.1286
T0016,T0017	C008	39.576	0.0739
T0001,T0007	C015	43.996	0.4265
T0020,T0034	C011	61.845	0.6199
T0006,T0022	C006	44.337	0.3024
T0004,T0018	C039	37.495	0.5389
T0016,T0020	C030	74.091	0.2717
T0003,T0008	C039	100.0	0.1906
T0009,T0019	C019	45.1	0.455
T0000,T0001	C015	35.899	0.7064
T0029	C030	24.682	0.1026
T0013,T0025	C028	48.161	0.3965
T0000,T0038	C010	76.825	0.4499
T0031	C014	17.55	0.4199
T0024,T0036	C015	85.995	0.1571
T0007	C025	15.887	0.4727
T0022,T0037	C022	50.687	0.1045
T0008,T0023	C028	86.708	0.2123
T0018,T0032	C009	88.374	0.1205
T0008,T0022	C030	69.295	0.2691
T0002,T0036	C006	47.786	0.4098
T0009,T0012	C018	58.468	0.2128
T0022,T0037	C010	69.094	0.463
T0001,T0021	C019	71.996	0.2269
T0004	C024	25.425	0.926
T0007,T0019	C001	55.625	0.4816
T0000,T0017	C007	47.95	0.134
T0024,T0029	C010	62.855	0.2432
T0008,T0024	C010	70.85	0.1958
T0030,T0031	C007	65.106	0.1744
T0003,T0022	C003	80.892	0.4399
T0014,T0022	C006	55.316	0.5244
T0018,T0039	C039	31.715	0.2348
