task_id_list	courier_id	total_score	willingness
T0010	C021	44.343	0.1752
T0003,T0021	C040	32.033	0.0358
T0006,T0027	C025	45.087	0.4194
T0018,T0025	C035	68.605	0.1454
T0015,T0022	C019	81.624	0.2855
T0013,T0016	C040	86.584	0.2182
T0008,T0025	C036	57.806	0.0174
T0021	C006	29.878	0.1988
T0010,T0012	C028	60.528	0.076
T0005,T0020	C046	46.257	0.0461
T0007,T0010	C013	65.178	0.3927
T0020,T0022	C033	26.627	0.2247
T0009,T0022	C037	84.022	0.1272
T0003,T0004	C031	45.022	0.1295
T0000,T0018	C050	35.455	0.0587
T0016,T0026	C032	48.31	0.2415
T0012,T0017	C020	37.07	0.4279
T0002,T0017	C025	75.052	0.2815
T0003,T0010	C045	62.462	0.3161
T0005,T0023	C058	94.893	0.3802
T0000	C033	21.877	0.7698
T0008,T0009	C007	79.382	0.0983
T0012,T0018	C009	71.268	0.2428
T0003,T0023	C048	50.45	0.2631
T0002,T0029	C033	60.852	0.0716
T0000,T0001	C030	44.922	0.2553
T0008,T0015	C058	100.0	0.1479
T0007	C003	42.206	0.9117
T0002,T0022	C053	39.023	0.3924
T0003,T0018	C045	49.715	0.3083
T0018,T0020	C015	39.636	0.6596
T0000,T0021	C028	57.027	0.2293
T0017,T0025	C022	51.537	0.1919
T0011	C050	25.409	0.2756
T0008,T0017	C051	66.676	0.1093
T0006,T0019	C047	40.947	0.0771
T0008,T0020	C053	46.723	0.0488
T0026	C053	14.847	0.8211
T0003,T0014	C026	51.752	0.0741
T0007,T0015	C020	46.43	0.3831
T0007,T0022	C042	67.519	0.4598
T0001,T0023	C059	33.576	0.3397
T0007,T0015	C016	46.974	0.2378
T0002,T0006	C053	62.554	0.2884
T0002,T0003	C001	31.354	0.4391
T0014	C023	21.168	0.3565
T0027,T0029	C035	53.325	0.1542
T0005,T0007	C046	67.944	0.0484
T0012	C058	40.726	0.3523
T0014,T0027	C012	72.993	0.1091
T0013,T0022	C057	67.948	0.2409
T0007,T0015	C015	73.61	0.3726
T0006,T0013	C023	50.388	0.1525
T0007,T0009	C019	62.681	0.4845
T0016,T0020	C005	53.826	0.0524
T0011,T0028	C036	68.421	0.1903
T0005,T0018	C019	63.715	0.3911
T0001,T0025	C015	36.87	0.4439
T0005,T0029	C043	85.231	0.0864
T0023,T0025	C001	63.846	0.0632
T0005,T0018	C009	63.272	0.1463
T0019,T0025	C013	26.273	0.2142
T0001,T0011	C044	90.027	0.2719
T0000,T0012	C019	52.086	0.1612
T0000,T0010	C059	49.892	0.0857
T0010,T0018	C030	29.601	0.2783
T0024,T0027	C023	49.781	0.7382
T0016,T0028	C019	48.847	0.0327
T0003,T0017	C045	52.674	0.1914
T0001,T0011	C051	43.735	0.3115
T0014,T0024	C050	74.134	0.344
T0019,T0022	C052	42.208	0.1636
T0016,T0026	C008	40.924	0.0934
T0016,T0017	C023	59.209	0.5544
T0013	C027	44.879	0.1523
T0003,T0004	C022	50.936	0.1616
T0005,T0024	C035	54.586	0.2348
T0002,T0024	C047	70.682	0.0429
T0009,T0012	C037	55.051	0.3745
T0007	C024	35.565	0.752
T0004,T0018	C048	58.98	0.2982
T0013,T0018	C009	95.948	0.1707
T0009,T0029	C009	64.871	0.3881
T0002,T0003	C035	50.185	0.4043
T0022	C032	28.84	0.7635
T0006,T0016	C008	36.862	0.1116
T0013,T0022	C054	48.966	0.3297
T0023,T0029	C044	71.824	0.3148
T0012,T0027	C010	48.541	0.1965
T0003,T0006	C032	59.17	0.0758
T0004,T0010	C020	59.596	0.1088
T0004,T0009	C055	71.393	0.2131
T0009,T0013	C044	70.512	0.805
T0003,T0017	C051	51.712	0.4631
T0011,T0012	C030	52.984	0.4503
T0001,T0023	C034	30.652	0.6283
T0026	C037	28.013	0.2282
T0009,T0019	C011	51.349	0.0757
T0005,T0008	C056	72.643	0.4621
T0005,T0012	C042	54.655	0.0638
T0005,T0006	C008	53.139	0.1843
T0005,T0025	C010	67.275	0.0319
T0002	C021	40.984	0.6261
T0019,T0029	C047	48.178	0.0774
T0014,T0015	C037	79.017	0.2144
T0007,T0010	C017	50.635	0.1796
T0021	C004	13.557	0.3936
T0010,T0012	C057	70.632	0.3797
T0013,T0017	C034	58.081	0.4284
T0006,T0013	C031	76.546	0.4881
T0003,T0027	C016	81.596	0.5401
T0024	C049	18.522	0.5694
T0003,T0016	C039	82.627	0.1073
T0007,T0015	C048	30.212	0.1992
T0019,T0020	C026	59.412	0.5307
T0010	C016	23.012	0.1401
T0003	C032	41.356	0.145
T0018	C038	20.421	0.2123
T0018,T0019	C048	46.793	0.3264
T0023,T0026	C047	53.828	0.028
T0008,T0014	C054	46.512	0.3064
T0002,T0023	C028	58.726	0.0638
T0007,T0027	C045	51.172	0.1063
T0007,T0013	C028	36.58	0.7822
T0014,T0017	C008	67.586	0.4895
T0003,T0029	C043	60.277	0.1026
T0014,T0024	C037	49.665	0.8508
T0019,T0027	C056	95.216	0.2931
T0007	C009	11.6	0.8466
T0000,T0021	C011	37.294	0.1877
T0014	C037	36.64	0.8752
T0020,T0026	C042	67.411	0.1731
T0008,T0024	C015	72.77	0.2245
T0006,T0017	C049	52.712	0.1262
T0027,T0029	C016	51.536	0.3578
T0000,T0015	C017	65.394	0.0159
T0014,T0028	C039	39.964	0.1794
T0004,T0007	C004	49.074	0.2539
T0011,T0025	C019	55.211	0.0582
T0020,T0029	C011	30.261	0.4849
T0001,T0019	C035	54.764	0.4672
T0005,T0016	C002	45.602	0.3275
T0025	C019	45.133	0.2439
T0005,T0006	C001	53.931	0.0243
T0015	C028	19.534	0.3677
T0005,T0021	C003	42.744	0.0505
T0006,T0009	C021	41.938	0.0256
T0022,T0025	C038	50.803	0.1045
T0012,T0020	C055	41.661	0.4898
T0002,T0027	C018	30.432	0.1818
T0024,T0027	C026	47.298	0.1709
T0011	C032	15.583	0.4741
T0013,T0022	C012	53.878	0.1132
T0023,T0027	C045	42.257	0.6051
T0012,T0024	C031	49.099	0.3047
T0001,T0015	C025	64.723	0.1457
T0001,T0005	C054	62.55	0.1473
T0002,T0013	C010	39.872	0.386
T0018	C041	21.248	0.1488
T0004,T0008	C015	54.569	0.0852
T0001,T0019	C007	20.737	0.4378
T0002,T0019	C049	39.404	0.4066
T0021,T0027	C049	74.304	0.6906
T0017,T0029	C026	36.36	0.2326
T0004,T0009	C002	58.333	0.1781
T0006,T0007	C032	32.375	0.2364
T0006	C000	30.624	0.1929
T0014,T0023	C006	54.804	0.2626
T0013,T0026	C056	68.964	0.1414
T0009,T0010	C000	72.331	0.1701
T0023,T0028	C014	47.391	0.1968
T0018	C005	38.221	0.8808
T0004,T0024	C047	85.874	0.0651
T0009,T0020	C044	81.886	0.5607
T0027,T0029	C017	99.379	0.1783
T0010,T0014	C020	34.185	0.048
T0008,T0027	C016	44.1	0.2677
T0011,T0014	C010	50.214	0.4155
T0017,T0023	C047	59.862	0.0408
T0021,T0027	C014	44.572	0.409
T0019,T0021	C000	63.253	0.2441
T0023,T0024	C057	54.861	0.4712
T0009,T0022	C056	53.86	0.01
T0018,T0024	C036	67.609	0.1946
T0012,T0026	C020	23.105	0.4482
T0013,T0020	C034	51.173	0.3529
T0002,T0005	C049	53.541	0.33
T0010,T0011	C014	36.608	0.419
T0005,T0022	C059	63.259	0.4337
T0003,T0017	C016	79.699	0.5336
T0010,T0015	C050	30.08	0.0564
T0001,T0014	C027	75.248	0.6318
T0012	C043	23.908	0.4354
T0006,T0029	C057	70.211	0.8015
T0014,T0018	C019	62.416	0.0951
T0022,T0029	C023	78.31	0.116
T0023	C056	43.519	0.6182
T0003,T0005	C050	62.615	0.044
T0012,T0021	C013	56.036	0.0718
T0011,T0021	C003	78.766	0.0794
T0001	C041	21.679	0.7117
T0005,T0007	C017	60.905	0.0796
T0005,T0020	C019	71.679	0.4965
T0002,T0018	C034	78.918	0.1128
T0012,T0029	C017	68.939	0.167
T0006,T0008	C058	83.301	0.4211
T0019,T0028	C023	56.215	0.6888
T0010,T0027	C032	50.924	0.2205
T0014,T0021	C000	71.3	0.1555
T0023,T0024	C009	61.425	0.6772
T0016,T0021	C053	92.057	0.5132
T0018,T0021	C045	40.688	0.1447
T0004,T0021	C033	34.004	0.01
T0012,T0018	C013	80.781	0.2665
T0012,T0018	C004	46.891	0.0812
T0024,T0028	C000	67.019	0.4791
T0001,T0027	C014	52.809	0.0618
T0008,T0013	C035	41.169	0.5158
T0001,T0012	C036	52.167	0.2265
T0002,T0024	C026	57.184	0.0511
T0001,T0029	C030	36.134	0.0758
T0010,T0024	C054	46.211	0.1061
T0008,T0013	C056	68.188	0.2502
T0017,T0024	C033	68.719	0.5047
T0022,T0024	C012	48.082	0.303
T0011,T0028	C050	68.529	0.1986
T0003,T0007	C049	100.0	0.5363
T0025,T0027	C040	76.133	0.7354
T0003,T0017	C049	74.563	0.1982
T0011,T0026	C026	67.033	0.9102
T0023,T0025	C022	49.693	0.3285
T0014,T0019	C018	40.121	0.1729
T0000,T0005	C012	59.417	0.2191
T0003,T0014	C023	75.3	0.0918
T0006,T0007	C056	68.482	0.0203
T0028,T0029	C035	47.228	0.1706
T0010,T0017	C053	56.403	0.4544
T0015,T0022	C008	41.542	0.3567
T0013,T0021	C017	77.681	0.5628
T0002,T0027	C042	66.117	0.0975
T0008,T0017	C017	60.149	0.0893
T0014,T0015	C054	45.081	0.2847
T0014,T0025	C027	80.665	0.6898
T0022,T0023	C059	48.96	0.2802
T0015,T0026	C010	62.736	0.1343
T0000,T0020	C048	48.575	0.0972
T0008	C005	22.425	0.72
T0021,T0028	C038	50.24	0.4386
T0001,T0015	C013	45.958	0.2675
T0010,T0016	C003	36.103	0.4577
T0010,T0012	C008	39.336	0.173
T0008,T0011	C046	39.744	0.6013
T0007	C012	49.349	0.4046
T0018,T0024	C029	91.657	0.2923
T0022,T0028	C051	42.959	0.3732
T0003,T0019	C046	39.06	0.4304
T0005,T0023	C020	58.622	0.2276
T0009,T0022	C033	41.046	0.01
T0005,T0022	C028	92.098	0.2335
T0016,T0025	C000	40.137	0.4515
T0000,T0026	C048	47.007	0.0998
T0024	C024	13.167	0.9418
T0001,T0016	C022	62.849	0.1095
T0017,T0024	C036	66.765	0.2219
T0004,T0019	C044	63.09	0.2351
T0017,T0026	C048	32.917	0.0401
T0000,T0002	C033	41.775	0.0591
T0006,T0023	C037	53.208	0.0201
T0005,T0010	C023	80.116	0.4105
T0018,T0021	C008	42.449	0.0529
T0015	C048	17.607	0.5187
T0010,T0012	C056	76.812	0.0867
T0010	C047	42.906	0.4302
T0012,T0025	C039	29.764	0.4856
T0020,T0026	C038	47.128	0.6147
T0013,T0019	C009	77.323	0.2857
T0014,T0015	C004	49.68	0.5448
T0025,T0028	C050	74.809	0.1716
T0018	C052	15.775	0.5914
T0007,T0019	C006	62.38	0.1885
T0009,T0016	C007	50.907	0.1017
T0003,T0010	C030	37.975	0.5663
T0017,T0021	C022	81.111	0.3011
T0001,T0007	C019	100.0	0.2313
T0005,T0026	C023	44.913	0.5132
T0009,T0017	C043	37.696	0.5488
T0006,T0018	C037	48.409	0.1008
T0000,T0027	C023	53.586	0.546
T0027,T0029	C006	84.361	0.322
T0002,T0010	C040	40.663	0.2718
T0002,T0011	C016	57.902	0.1341
T0016,T0029	C028	66.214	0.1488
T0002,T0027	C006	67.741	0.2865
T0001,T0027	C057	42.262	0.572
T0014	C045	10.418	0.3951
T0017	C040	46.763	0.5981
T0005,T0011	C011	73.946	0.0433
T0003,T0026	C055	48.152	0.4473
T0020	C025	46.737	0.2529
T0010,T0016	C030	31.711	0.5078
T0013,T0029	C049	29.376	0.4117
T0014,T0016	C049	48.894	0.5219
T0005,T0025	C045	34.536	0.2595
T0010,T0017	C038	68.044	0.2187
T0024,T0027	C046	80.876	0.6879
T0004,T0016	C044	63.083	0.0693
T0004,T0019	C020	53.294	0.3164
T0002,T0027	C052	71.934	0.4269
T0014,T0015	C057	77.256	0.0633
T0015,T0022	C047	46.027	0.0996
T0008,T0015	C028	62.197	0.3436
T0014,T0027	C033	63.14	0.4113
T0017,T0021	C042	100.0	0.2716
T0010,T0020	C018	35.796	0.1017
T0023,T0027	C021	53.333	0.0819
T0000,T0016	C005	65.868	0.0492
T0012,T0013	C040	69.017	0.1397
T0003,T0025	C051	34.438	0.2189
T0013,T0028	C021	61.499	0.4217
T0002,T0005	C057	34.666	0.0789
T0000,T0011	C031	64.522	0.1734
T0007,T0027	C035	98.556	0.3361
T0011,T0017	C013	90.349	0.1113
T0018	C004	14.712	0.8536
T0013,T0028	C037	63.929	0.16
T0026,T0029	C039	37.907	0.611
T0000,T0029	C004	71.497	0.618
T0012,T0022	C032	52.395	0.3105
T0009,T0014	C007	45.105	0.0289
T0003,T0009	C013	72.78	0.4414
T0003,T0020	C002	72.211	0.0832
T0025,T0029	C045	92.121	0.2519
T0027	C045	26.983	0.861
T0005,T0019	C046	53.365	0.0923
T0002,T0018	C021	95.67	0.4964
T0000,T0003	C059	46.668	0.1252
T0009,T0019	C005	100.0	0.1153
T0026,T0028	C035	42.42	0.7938
T0005,T0023	C029	84.159	0.3621
T0000,T0021	C015	54.532	0.6486
T0006	C025	18.954	0.6174
T0006,T0029	C048	49.916	0.3324
T0004	C016	29.339	0.1673
T0015	C017	45.336	0.5443
T0018,T0028	C047	41.08	0.0923
T0010,T0020	C044	81.131	0.2945
T0021,T0029	C048	89.207	0.3507
T0012,T0029	C038	60.692	0.0227
T0015,T0018	C056	59.852	0.6587
T0008,T0016	C056	74.237	0.6055
T0003	C039	48.48	0.1883
T0020,T0029	C000	61.025	0.0107
T0002,T0009	C028	73.688	0.098
T0005,T0028	C024	58.461	0.0121
T0005,T0017	C027	78.916	0.0504
T0008,T0026	C014	61.208	0.1985
T0023	C014	38.898	0.3731
T0014,T0021	C024	38.404	0.2461
T0002,T0029	C039	49.805	0.6379
T0016,T0018	C023	63.771	0.6787
T0010,T0023	C024	79.842	0.6397
T0010,T0029	C057	52.962	0.3953
T0007,T0027	C051	75.363	0.0492
T0014,T0026	C040	63.25	0.2168
T0023,T0027	C033	83.237	0.3155
T0009,T0024	C057	58.813	0.2234
T0012,T0013	C001	59.577	0.0102
T0010,T0021	C044	97.998	0.245
T0014,T0017	C033	85.076	0.3035
T0020,T0025	C015	47.139	0.4998
T0009,T0026	C038	59.454	0.1342
T0000,T0016	C032	56.279	0.1163
T0007,T0029	C055	35.468	0.0655
T0011	C049	29.157	0.5173
T0001,T0024	C038	32.26	0.0909
T0003,T0024	C040	35.117	0.0536
T0003,T0005	C054	44.993	0.1638
T0028,T0029	C053	94.604	0.0922
T0003	C011	35.498	0.5575
T0008,T0028	C052	85.144	0.1949
T0011	C022	10.95	0.1306
T0008,T0010	C035	44.852	0.447
T0002,T0022	C015	42.943	0.4646
T0028	C005	18.721	0.2598
T0019	C024	38.62	0.7652
T0005,T0009	C055	34.414	0.7457
T0007	C053	10.309	0.6396
T0006,T0009	C009	86.363	0.18
T0009,T0012	C036	66.858	0.0865
T0025,T0029	C019	72.434	0.1375
T0011,T0020	C012	72.268	0.1344
T0012,T0014	C006	72.432	0.1606
T0024,T0028	C022	82.866	0.6347
T0006,T0011	C015	70.596	0.6558
T0005,T0028	C018	55.01	0.6044
T0009,T0015	C040	51.91	0.4575
T0002,T0016	C029	60.293	0.371
T0010,T0027	C017	65.872	0.5226
T0013,T0023	C019	83.639	0.3015
T0014,T0029	C047	27.623	0.1294
T0010	C043	44.959	0.3649
T0019,T0023	C028	77.927	0.0859
T0018,T0029	C016	100.0	0.3363
T0007,T0018	C007	55.757	0.3149
T0006,T0018	C029	56.846	0.0863
T0003,T0021	C056	82.569	0.3027
T0020	C004	18.271	0.821
T0010,T0024	C012	54.273	0.2526
T0014,T0028	C057	82.133	0.0572
T0001,T0010	C051	34.164	0.3161
T0000,T0023	C024	52.416	0.7601
T0022	C015	23.298	0.5716
T0005,T0018	C058	90.96	0.1364
T0008,T0027	C031	82.825	0.2075
T0000,T0011	C059	71.267	0.2185
T0012,T0022	C011	69.388	0.5979
T0018,T0027	C034	90.943	0.197
T0014,T0027	C030	32.018	0.4365
T0005,T0009	C051	78.121	0.3559
T0015,T0025	C011	43.231	0.0928
T0023,T0025	C038	38.661	0.1932
T0005,T0013	C042	42.159	0.0721
T0013	C022	29.549	0.4592
T0010,T0015	C033	45.941	0.0862
T0025,T0027	C047	77.58	0.0707
T0001,T0005	C007	37.192	0.4257
T0017,T0024	C021	60.791	0.365
T0000,T0008	C053	36.624	0.26
T0023	C030	31.366	0.3466
T0002,T0025	C025	39.559	0.4984
T0015,T0023	C023	56.18	0.01
T0010,T0015	C037	45.273	0.2829
T0004,T0022	C037	60.97	0.0587
T0006,T0019	C003	42.215	0.2728
T0004,T0013	C010	41.98	0.1434
T0000,T0021	C023	51.74	0.6873
T0001,T0021	C049	67.861	0.6315
T0000,T0023	C050	72.054	0.0839
T0013,T0026	C042	56.293	0.5385
T0016,T0022	C055	77.608	0.2854
T0003,T0013	C004	57.826	0.545
T0011,T0026	C035	43.049	0.5203
T0008,T0024	C051	47.335	0.0672
T0008,T0015	C034	68.391	0.1028
T0015,T0017	C044	69.456	0.1562
T0011,T0023	C051	74.57	0.2976
T0013,T0023	C053	39.721	0.475
T0015	C001	20.606	0.8176
T0018	C031	21.192	0.3723
T0019,T0025	C039	45.231	0.0649
T0011,T0028	C057	94.312	0.3794
T0011,T0019	C056	59.246	0.5245
T0012,T0019	C059	79.91	0.7612
T0006,T0026	C006	65.616	0.2604
T0015,T0024	C002	27.034	0.0851
T0014,T0015	C044	50.745	0.1044
T0009,T0011	C054	78.828	0.26
T0008,T0009	C043	57.354	0.627
T0015,T0018	C048	54.688	0.2603
T0000	C039	24.317	0.3695
T0013,T0020	C006	57.109	0.3092
T0011,T0025	C016	72.955	0.1112
T0011,T0017	C027	51.497	0.3034
T0014,T0023	C021	47.215	0.01
T0001,T0020	C034	33.572	0.3396
T0015,T0019	C042	56.629	0.4291
T0023,T0028	C045	51.547	0.631
T0025,T0029	C049	44.061	0.3089
T0005,T0007	C037	37.063	0.3596
T0022,T0025	C057	37.273	0.389
T0003,T0004	C057	44.449	0.4856
T0003,T0024	C035	48.499	0.5798
T0010,T0024	C013	50.813	0.4204
T0001,T0019	C027	68.519	0.2121
T0015,T0020	C029	58.057	0.4339
T0019,T0021	C048	60.925	0.6137
T0014,T0023	C032	100.0	0.0763
T0006	C045	24.896	0.1897
T0024,T0029	C058	48.828	0.1681
T0002,T0028	C021	76.007	0.3969
T0008,T0010	C032	50.056	0.2103
T0008,T0010	C006	72.032	0.5676
T0017,T0026	C021	87.496	0.0877
T0004,T0018	C024	69.296	0.8334
T0020,T0023	C001	41.738	0.2239
T0003,T0027	C037	84.2	0.2706
T0009,T0020	C042	57.549	0.1535
T0012,T0016	C043	37.64	0.3994
T0007,T0029	C013	55.703	0.0309
T0014,T0023	C011	68.324	0.4246
T0000,T0022	C037	57.091	0.1994
T0003,T0018	C009	97.926	0.2451
T0010,T0023	C018	61.658	0.0542
T0013,T0025	C043	75.479	0.1566
T0002,T0008	C048	96.787	0.085
T0002,T0004	C057	22.302	0.3373
T0000,T0025	C055	90.533	0.4903
T0006,T0020	C010	34.328	0.4836
T0006,T0026	C001	46.76	0.1285
T0026,T0028	C043	48.428	0.0265
T0001,T0027	C050	38.461	0.0658
T0009,T0023	C035	76.427	0.6233
T0001,T0025	C030	49.804	0.4477
T0009,T0029	C029	54.111	0.4036
T0014,T0016	C013	28.996	0.169
T0004,T0019	C037	42.805	0.1506
T0012,T0022	C042	63.15	0.3861
T0020,T0027	C039	78.115	0.1031
T0010,T0014	C044	64.256	0.0133
T0006,T0020	C056	89.668	0.0862
T0015,T0026	C034	56.699	0.1956
T0019,T0025	C037	97.913	0.4755
T0008,T0019	C058	69.256	0.4248
T0015,T0025	C021	67.033	0.01
T0007,T0022	C019	75.951	0.4917
T0026,T0028	C007	59.342	0.5111
T0001,T0015	C057	58.73	0.0849
T0018,T0026	C003	71.786	0.1047
T0006,T0024	C050	82.774	0.3547
T0029	C011	23.831	0.6154
T0010,T0011	C050	54.46	0.236
T0016,T0017	C008	39.576	0.0739
T0001,T0007	C015	43.996	0.4265
T0010,T0015	C040	38.336	0.2533
T0006,T0022	C006	44.337	0.3024
T0004,T0018	C039	37.495	0.5389
T0016,T0020	C030	74.091	0.2717
T0009,T0021	C054	45.929	0.3651
T0003,T0008	C039	100.0	0.1906
T0009,T0019	C019	45.1	0.455
T0000,T0001	C015	35.899	0.7064
T0029	C030	24.682	0.1026
T0015,T0020	C055	21.258	0.3087
T0013,T0025	C028	48.161	0.3965
T0007	C025	15.887	0.4727
T0008,T0023	C028	86.708	0.2123
T0008,T0022	C030	69.295	0.2691
T0009,T0012	C018	58.468	0.2128
T0001,T0021	C019	71.996	0.2269
T0004	C024	25.425	0.926
T0007,T0019	C001	55.625	0.4816
T0000,T0017	C007	47.95	0.134
T0029	C043	33.226	0.1795
T0024,T0029	C010	62.855	0.2432
T0000,T0008	C040	44.788	0.0583
T0008,T0024	C010	70.85	0.1958
T0003,T0022	C003	80.892	0.4399
T0014,T0022	C006	55.316	0.5244
T0000	C050	29.208	0.4
T0010,T0017	C049	43.573	0.0165
T0017,T0025	C035	100.0	0.271
T0014,T0024	C053	61.471	0.1853
T0021	C048	45.702	0.8521
T0000,T0025	C004	25.802	0.0694
T0015,T0023	C005	76.471	0.3146
T0018,T0028	C009	74.654	0.0192
T0016	C050	32.285	0.3351
T0009,T0019	C055	55.907	0.6311
T0001,T0023	C032	80.49	0.0702
T0005,T0022	C049	58.843	0.1314
T0022,T0023	C052	45.675	0.5379
T0016,T0026	C017	74.775	0.1059
T0006,T0022	C032	57.683	0.4659
T0012,T0029	C010	32.99	0.5798
T0013,T0022	C034	48.011	0.5076
T0010,T0018	C037	38.147	0.4385
T0009,T0027	C052	66.247	0.5258
T0012,T0026	C024	85.416	0.3536
T0004,T0008	C019	39.911	0.0576
T0000,T0028	C007	76.093	0.3147
T0000,T0006	C028	47.328	0.3358
T0014	C059	28.781	0.2903
T0002,T0003	C018	49.371	0.058
T0002,T0022	C007	79.38	0.2052
T0025	C057	11.689	0.4982
T0005,T0013	C002	67.025	0.0657
T0006,T0018	C040	45.052	0.0601
T0025,T0026	C004	24.619	0.0623
T0002	C005	26.936	0.4499
T0001,T0014	C013	49.26	0.2522
T0011,T0028	C015	100.0	0.5219
T0002	C054	39.668	0.4437
T0008,T0014	C052	44.001	0.3609
T0010,T0015	C041	51.347	0.23
T0020,T0021	C014	77.407	0.864
T0001,T0019	C012	50.708	0.6403
T0016,T0024	C023	30.723	0.8061
T0008,T0028	C023	97.465	0.5687
T0022	C026	16.371	0.1019
T0005,T0017	C020	39.321	0.4207
T0026	C036	10.892	0.8255
T0008,T0021	C035	42.349	0.0875
T0001,T0019	C031	29.984	0.4154
T0002,T0026	C039	65.214	0.7824
T0014,T0016	C026	36.898	0.2235
T0029	C021	14.862	0.7358
T0007,T0018	C010	50.394	0.06
T0008	C015	26.155	0.3655
T0021,T0029	C053	71.106	0.3685
T0017,T0022	C024	55.099	0.0837
T0004,T0022	C002	53.976	0.3393
T0019	C005	46.972	0.815
T0021	C002	42.38	0.4813
T0011,T0024	C013	56.277	0.2283
T0005,T0011	C044	73.304	0.1694
T0018,T0019	C027	51.044	0.2915
T0003,T0028	C009	68.821	0.1558
T0016,T0028	C040	92.823	0.5946
T0016,T0023	C014	74.844	0.2322
T0005,T0019	C014	94.174	0.504
T0021,T0029	C013	51.109	0.0106
T0013,T0018	C046	37.718	0.4313
T0003	C050	21.728	0.1041
T0029	C025	11.045	0.5177
T0000,T0028	C046	47.867	0.4328
T0027	C027	43.193	0.9371
T0018,T0022	C030	71.923	0.1501
T0001,T0011	C053	57.192	0.125
T0001,T0024	C007	19.634	0.4088
T0012,T0022	C012	49.669	0.5743
T0009,T0013	C029	57.007	0.0921
T0023,T0025	C050	92.981	0.1005
T0004,T0028	C039	42.885	0.1418
T0003,T0022	C022	27.292	0.0477
T0002	C004	26.761	0.1343
T0001,T0021	C003	89.092	0.1257
T0010,T0018	C012	72.773	0.0754
T0010,T0021	C041	66.588	0.0782
T0013	C032	38.348	0.1019
T0004,T0016	C040	68.023	0.207
T0009,T0021	C033	49.673	0.0188
T0015,T0028	C037	55.939	0.0979
T0016,T0021	C031	44.719	0.1118
T0019,T0025	C005	63.673	0.5913
T0011,T0022	C034	60.798	0.089
T0009,T0018	C015	58.276	0.2131
T0014,T0019	C038	49.85	0.6816
T0014,T0019	C045	27.438	0.1918
T0003,T0026	C041	57.872	0.01
T0000,T0008	C017	79.223	0.0218
T0001,T0019	C033	58.088	0.0832
T0012,T0018	C018	52.385	0.1011
T0018,T0021	C022	94.44	0.2793
T0006,T0010	C058	100.0	0.3956
T0005,T0015	C037	59.206	0.101
T0010,T0025	C009	67.85	0.1925
T0016,T0029	C020	85.462	0.1148
T0005,T0019	C032	86.033	0.0595
T0002	C049	10.241	0.6304
T0011,T0021	C059	62.391	0.1804
T0013,T0016	C056	82.441	0.2941
T0014,T0017	C058	77.911	0.4959
T0010,T0013	C036	64.98	0.2457
T0004,T0027	C020	65.764	0.4312
T0013,T0028	C048	53.995	0.4323
T0007,T0008	C043	71.053	0.1087
T0010	C023	45.011	0.4791
T0010	C045	37.44	0.873
T0024,T0028	C016	46.252	0.3845
T0014,T0019	C051	75.121	0.1736
T0002,T0016	C025	56.18	0.3947
T0017,T0023	C050	100.0	0.066
T0008,T0027	C055	78.251	0.01
T0006,T0025	C018	86.895	0.2293
T0004,T0009	C022	46.928	0.2786
T0013,T0019	C051	33.258	0.1194
T0005,T0012	C005	72.205	0.1261
T0000,T0021	C001	40.25	0.2746
T0007,T0028	C040	67.32	0.6197
T0003,T0007	C030	54.58	0.1805
T0011,T0013	C029	92.493	0.0579
T0005,T0013	C018	60.84	0.201
T0012,T0017	C056	60.268	0.0434
T0027	C056	37.838	0.3912
T0007,T0027	C039	63.543	0.2841
T0005,T0023	C015	49.549	0.2491
T0008,T0019	C051	45.117	0.0881
T0010,T0019	C039	62.98	0.1285
T0007,T0022	C050	77.152	0.2155
T0002	C007	44.332	0.2494
T0023,T0026	C019	82.328	0.0823
T0013	C039	47.137	0.9251
T0009,T0012	C055	48.0	0.6182
T0001,T0006	C036	49.929	0.3132
T0018,T0024	C026	46.366	0.1582
T0011,T0020	C032	38.976	0.0766
T0023,T0026	C055	70.548	0.436
T0005,T0017	C058	88.14	0.3204
T0016	C039	25.183	0.77
T0019,T0027	C055	65.083	0.059
T0019,T0020	C002	62.172	0.1275
T0020,T0022	C013	52.43	0.1236
T0001,T0015	C035	59.404	0.2924
T0020,T0022	C012	52.189	0.2455
T0017,T0019	C045	34.786	0.3609
T0006,T0011	C018	56.982	0.2302
T0014,T0017	C020	49.813	0.2228
T0014,T0022	C052	51.28	0.32
T0008,T0027	C010	53.851	0.2563
T0017,T0027	C005	50.188	0.1128
T0006,T0026	C051	23.819	0.349
T0015	C035	29.705	0.4167
T0020,T0023	C059	54.701	0.2485
T0001,T0016	C003	41.798	0.5862
T0028	C007	41.037	0.8791
T0018,T0023	C002	61.565	0.4382
T0004,T0024	C005	45.666	0.3892
T0016,T0027	C006	92.696	0.262
T0012,T0022	C022	30.163	0.2289
T0001,T0004	C019	82.261	0.299
T0003,T0015	C003	28.183	0.2423
T0010,T0025	C002	40.323	0.0839
T0009,T0019	C032	56.134	0.0743
T0007,T0019	C041	32.925	0.2912
T0027	C037	36.134	0.5428
T0004,T0022	C039	35.567	0.1638
T0019,T0020	C022	42.706	0.0845
T0001,T0010	C058	95.462	0.2895
T0001	C006	32.174	0.6005
T0002,T0006	C055	25.268	0.5411
T0017	C059	15.04	0.1129
